,mse,r2,pearson,spearman,features,target,model_classpath,model_hparams,trained_on,evaluated_on,i,alpha,n_features,feat_names,feat_importance
17,0.06202448096343463,0.5362646750134669,0.7765352388085383,0.7492271470194753,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.05603574793910298},except_socialiqa,socialiqa,2,0.05603574793910298,3.0,"('bleurt', 'hf_rouge1', 'meteor')","{'bleurt': 0.10045602020367465, 'hf_rouge1': 0.05390680875582992, 'meteor': 0.052561462906789355, 'intercept_': 0.36367286559594253}"
18,0.12359252743789775,0.1773709008923242,0.8460249088785016,0.8092850567875411,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.16832753009606208},except_cosmosqa,cosmosqa,3,0.16832753009606208,3.0,"('bleurt', 'hf_rouge1', 'meteor')","{'bleurt': 0.04465947936018665, 'hf_rouge1': 0.0059019495284291104, 'meteor': 0.0028936172768718716, 'intercept_': 0.3711015516976494}"
19,0.13371089854144066,0.005883225422987248,0.4083283891925545,0.32539317958239256,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.16832753009606208},except_drop,drop,3,0.16832753009606208,2.0,"('bleurt', 'meteor')","{'bleurt': 0.06390968687399365, 'meteor': 0.0015713473949997717, 'intercept_': 0.3617026528865776}"
20,0.12818394145999848,0.12430641627456618,0.48562178695093416,0.4681086729517496,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.16832753009606208},except_mcscript,mcscript,3,0.16832753009606208,2.0,"('bleurt', 'meteor')","{'bleurt': 0.07036028280561485, 'meteor': 0.009993370213468493, 'intercept_': 0.3499413219330232}"
21,0.1300733307260527,0.13213477412465813,0.5928942017962687,0.5951794460056168,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.16832753009606208},except_narrativeqa,narrativeqa,3,0.16832753009606208,1.0,"('bleurt',)","{'bleurt': 0.06504764853154008, 'intercept_': 0.33732731587422665}"
22,0.07485458519402105,-0.0007122589359005449,0.4375904653291332,0.3116808368523576,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.16832753009606208},except_quoref,quoref,3,0.16832753009606208,1.0,"('bleurt',)","{'bleurt': 0.06962163641384209, 'intercept_': 0.37490111470693993}"
23,0.10190140248496753,0.2381188965400871,0.7863281435383148,0.7588939749187872,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.16832753009606208},except_socialiqa,socialiqa,3,0.16832753009606208,3.0,"('bleurt', 'hf_rouge1', 'meteor')","{'bleurt': 0.038313423322618195, 'hf_rouge1': 0.013825546626101262, 'meteor': 0.010270359571128406, 'intercept_': 0.36367286559594253}"
24,0.0703407108660362,0.5318138012882998,0.8325035314257997,0.7902517730442674,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.030392119914503052},except_cosmosqa,cosmosqa,4,0.030392119914503052,4.0,"('bleurt', 'hf_rouge1', 'meteor', 'contextlength_word')","{'bleurt': 0.12451807218993341, 'hf_rouge1': 0.06319798284185889, 'meteor': 0.05116064114872365, 'contextlength_word': 0.009425822266134778, 'intercept_': 0.3711015516976494}"
25,0.10298200843956308,0.23434706380593207,0.5867053391414127,0.5337591161048891,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.030392119914503052},except_drop,drop,4,0.030392119914503052,4.0,"('bleurt', 'meteor', 'hf_rouge1', 'contextlength_word')","{'bleurt': 0.1442032537387236, 'meteor': 0.05246618680265096, 'hf_rouge1': 0.050715536224424596, 'contextlength_word': 0.023158962850620957, 'intercept_': 0.3617026528865776}"
26,0.11351922191617402,0.22448901844293134,0.5335231472374482,0.5176684178395045,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.030392119914503052},except_mcscript,mcscript,4,0.030392119914503052,6.0,"('bleurt', 'meteor', 'hf_rouge1', 'contextlength_char', 'recall', 'precision')","{'bleurt': 0.15384519433059954, 'meteor': 0.06164487800296415, 'hf_rouge1': 0.029738867071885347, 'contextlength_char': 0.0278196343899676, 'recall': 0.01178844065958461, 'precision': 0.007399458700689087, 'intercept_': 0.3499413219330232}"
27,0.0886853175236744,0.40828067756172093,0.6732667675409179,0.692699106257684,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.030392119914503052},except_narrativeqa,narrativeqa,4,0.030392119914503052,4.0,"('bleurt', 'hf_rouge1', 'meteor', 'contextlength_word')","{'bleurt': 0.14526808012509343, 'hf_rouge1': 0.051519161573400495, 'meteor': 0.04790471492685316, 'contextlength_word': 0.00828826885819164, 'intercept_': 0.33732731587422665}"
28,0.04920770785922945,0.34215444035617215,0.6498772233544386,0.5303368882471285,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.030392119914503052},except_quoref,quoref,4,0.030392119914503052,6.0,"('bleurt', 'meteor', 'hf_rouge1', 'contextlength_word', 'precision', 'fp')","{'bleurt': 0.15311314633469636, 'meteor': 0.049689289442737816, 'hf_rouge1': 0.039420233139708404, 'contextlength_word': 0.03501347246442099, 'precision': 0.003920743023557221, 'fp': -0.0030131344528409186, 'intercept_': 0.37490111470693993}"
29,0.05641310805088336,0.5782189453403184,0.776078635315393,0.7491309626831818,"['bleu1', 'bleu2', 'bleu3', 'bleu4', 'rougeL', 'hf_rouge1', 'hf_rouge2', 'meteor', 'recall', 'precision', 'f1_score', 'sari_context', 'sari_question', 'precision_at_err1', 'recall_at_err1', 'tp', 'fn', 'fp', 'char_edit_score', 'word_edit_score', 'bertscore', 'bleurt', 'candidatelength_word', 'candidatelength_char', 'candidatenunique_words', 'referencelength_word', 'referencelength_char', 'referencenunique_words', 'contextlength_word', 'contextlength_char', 'contextnunique_words', 'questionlength_word', 'questionlength_char', 'questionnunique_words']",score_scaled,Lasso,{'alpha': 0.030392119914503052},except_socialiqa,socialiqa,4,0.030392119914503052,5.0,"('bleurt', 'hf_rouge1', 'meteor', 'contextlength_word', 'questionnunique_words')","{'bleurt': 0.11560281022850655, 'hf_rouge1': 0.06394511617607469, 'meteor': 0.0623970749127369, 'contextlength_word': 0.01671979785115788, 'questionnunique_words': -0.01008441636670214, 'intercept_': 0.36367286559594253}"
